"Order ID","Sale Date","Sale price","COGS","Status","Store Name","Store Id","Customer Invoice Number"
"f3mt-9qfm","2020-07-10 09:13:51.141000","53.5","107.66","done","PandaNow (Sathorn)","f3mt","ABB-0000003985"
"f6cs-ysqc","2020-07-10 09:14:04.905000","50.95","85.61","done","PandaNow (Ngamwongwan)","f6cs","20204794"
"f6cs-6kqk","2020-07-10 07:52:03.807000","62.0","85.83","done","PandaNow (Ngamwongwan)","f6cs","20204795"
"f6cs-u87z","2020-07-10 08:02:03.095000","50.3","93.74","done","PandaNow (Ngamwongwan)","f6cs","20204796"
"f0yg-sb5u","2020-07-10 09:30:44.589000","150.0","121.52","done","PandaNow (Lat Phrao)","f0yg","ABB-0000003988"
"f3mt-uc5c","2020-07-10 08:19:03.429000","50.0","70.45","done","PandaNow (Sathorn)","f3mt","ABB-0000003991"
"f3mt-vjfj","2020-07-10 08:36:03.281000","60.0","93.48","done","PandaNow (Sathorn)","f3mt","ABB-0000003990"
"f4gt-fgju","2020-07-10 09:32:16.234000","94.0","119.66","done","PandaNow (Wattana)","f4gt","ABB-0000003989"
"f6cs-8syi","2020-07-10 08:08:03.042000","58.0","96.28","done","PandaNow (Ngamwongwan)","f6cs","20204801"
"f0yg-4qst","2020-07-10 09:35:05.748000","52.0","91.72","done","PandaNow (Lat Phrao)","f0yg","ABB-0000003992"
"f0yg-wbat","2020-07-10 09:35:28.659000","50.0","65.48","done","PandaNow (Lat Phrao)","f0yg","ABB-0000003993"
"f4gt-iurn","2020-07-10 09:03:03.565000","56.0","74.61","done","PandaNow (Wattana)","f4gt","ABB-0000003997"
"f4gt-uluu","2020-07-10 09:06:03.442000","56.0","74.61","done","PandaNow (Wattana)","f4gt","ABB-0000003994"
"f4gt-2l4b","2020-07-10 08:48:03.302000","54.0","73.36","done","PandaNow (Wattana)","f4gt","ABB-0000004006"
"f0yg-4908","2020-07-10 09:36:57.130000","54.0","93.46","done","PandaNow (Lat Phrao)","f0yg","ABB-0000003995"
"f6cs-2xaa","2020-07-10 09:37:18.799000","57.07","98.86","done","PandaNow (Ngamwongwan)","f6cs","20204808"
"f6cs-gwcl","2020-07-10 09:37:22.477000","96.0","79.44","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000003996"
"f6cs-o1ii","2020-07-10 09:39:24.339000","60.0","103.74","done","PandaNow (Ngamwongwan)","f6cs","20204810"
"f3mt-17p7","2020-07-10 09:41:17.181000","55.0","63.79","done","PandaNow (Sathorn)","f3mt","ABB-0000003998"
"f6cs-686q","2020-07-10 08:19:03.183000","50.3","93.74","done","PandaNow (Ngamwongwan)","f6cs","20204812"
"f3mt-mhds","2020-07-10 09:42:43.679000","60.0","93.48","done","PandaNow (Sathorn)","f3mt","ABB-0000003999"
"f4gt-56v0","2020-07-10 09:44:58.554000","53.0","82.79","done","PandaNow (Wattana)","f4gt","ABB-0000004005"
"f4gt-ohuc","2020-07-10 09:45:09.774000","50.0","80.92","done","PandaNow (Wattana)","f4gt","ABB-0000004003"
"f3mt-bvji","2020-07-10 09:45:49.770000","58.0","100.56","done","PandaNow (Sathorn)","f3mt","ABB-0000004000"
"f3mt-w1tk","2020-07-10 08:27:03.050000","65.0","69.87","done","PandaNow (Sathorn)","f3mt","ABB-0000004001"
"f3mt-wvwv","2020-07-10 08:25:03.122000","50.0","81.20","done","PandaNow (Sathorn)","f3mt","ABB-0000004002"
"f4gt-j2f4","2020-07-10 09:47:38.635000","57.1","91.89","done","PandaNow (Wattana)","f4gt","ABB-0000004004"
"f6cs-kv15","2020-07-10 09:50:05.259000","91.51","115.88","done","PandaNow (Ngamwongwan)","f6cs","20204820"
"f6cs-3cnl","2020-07-10 09:50:10.163000","175.0","188.78","done","PandaNow (Ngamwongwan)","f6cs","20204821"
"f0yg-ir8m","2020-07-10 09:51:44.912000","251.11","259.92","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004007"
"f4gt-rqja","2020-07-10 09:53:00.004000","57.82","73.70","done","PandaNow (Wattana)","f4gt","ABB-0000004011"
"f0yg-orsd","2020-07-10 09:55:10.034000","54.0","83.46","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004008"
"f4gt-sn9b","2020-07-10 09:56:52.552000","75.0","110.00","done","PandaNow (Wattana)","f4gt","ABB-0000004010"
"f6cs-v7lh","2020-07-10 09:57:44.304000","219.0","148.05","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004012"
"f0yg-n9xa","2020-07-10 09:57:54.448000","51.22","95.05","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004015"
"f3mt-6u0v","2020-07-10 09:58:16.202000","50.84","88.67","done","PandaNow (Sathorn)","f3mt","ABB-0000004009"
"f3mt-94sr","2020-07-10 09:59:24.044000","135.0","140.93","done","PandaNow (Sathorn)","f3mt","ABB-0000004014"
"f3mt-yt79","2020-07-10 09:59:34.142000","60.32","92.39","done","PandaNow (Sathorn)","f3mt","ABB-0000004013"
"f4gt-z7ts","2020-07-10 10:01:56.678000","54.4","91.15","done","PandaNow (Wattana)","f4gt","ABB-0000004016"
"f6cs-akcl","2020-07-10 08:36:03.115000","58.0","96.28","done","PandaNow (Ngamwongwan)","f6cs","20204832"
"f6cs-vdps","2020-07-10 08:38:03.222000","55.0","86.59","done","PandaNow (Ngamwongwan)","f6cs","20204833"
"f0yg-sjrx","2020-07-10 10:04:47.572000","54.11","87.52","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004017"
"f4gt-by7s","2020-07-10 10:06:12.035000","390.0","311.87","done","PandaNow (Wattana)","f4gt","ABB-0000004019"
"f0yg-nrxn","2020-07-10 10:06:12.932000","54.0","94.13","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004018"
"f6cs-zxtn","2020-07-10 10:07:29.584000","61.0","87.63","done","PandaNow (Ngamwongwan)","f6cs","20204837"
"f3mt-nd6w","2020-07-10 08:38:03.210000","50.0","77.10","done","PandaNow (Sathorn)","f3mt","ABB-0000004023"
"f3mt-it0m","2020-07-10 08:35:03.307000","50.0","77.10","done","PandaNow (Sathorn)","f3mt","ABB-0000004025"
"f3mt-1vnq","2020-07-10 10:08:11.205000","54.0","35.02","done","PandaNow (Sathorn)","f3mt","ABB-0000004020"
"f6cs-9o1e","2020-07-10 10:08:22.218000","100.0","90.58","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004022"
"f0yg-3bjr","2020-07-10 10:09:15.941000","55.0","80.64","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004021"
"f3mt-9t6o","2020-07-10 10:11:29.272000","53.92","79.60","done","PandaNow (Sathorn)","f3mt","ABB-0000004024"
"f0yg-34jt","2020-07-10 10:15:23.996000","55.0","53.28","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004026"
"f4gt-bsjc","2020-07-10 10:15:28.454000","58.0","86.45","done","PandaNow (Wattana)","f4gt","ABB-0000004027"
"f3mt-27ol","2020-07-10 10:18:30.443000","50.0","70.45","done","PandaNow (Sathorn)","f3mt","ABB-0000004029"
"f4gt-yfqt","2020-07-10 10:18:35.420000","55.05","93.24","done","PandaNow (Wattana)","f4gt","ABB-0000004028"
"f4gt-06by","2020-07-10 10:26:09.183000","62.5","103.08","done","PandaNow (Wattana)","f4gt","ABB-0000004030"
"f0yg-n40d","2020-07-10 10:32:53.959000","158.8","172.35","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004031"
"f3mt-0jq2","2020-07-10 10:33:17.649000","273.8","250.26","done","PandaNow (Sathorn)","f3mt","ABB-0000004032"
"f3mt-d8tf","2020-07-10 09:13:03.273000","50.0","81.10","done","PandaNow (Sathorn)","f3mt","ABB-0000004033"
"f3mt-cjka","2020-07-10 10:26:03.758000","52.0","68.64","done","PandaNow (Sathorn)","f3mt","ABB-0000004034"
"f4gt-zasq","2020-07-10 10:52:33.409000","234.0","190.88","done","PandaNow (Wattana)","f4gt","ABB-0000004035"
"f4gt-7x3d","2020-07-10 10:57:12.011000","58.0","43.77","done","PandaNow (Wattana)","f4gt","ABB-0000004036"
"f0yg-f634","2020-07-10 10:59:50.121000","80.0","96.50","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004037"
"f3mt-g37t","2020-07-10 11:02:46.004000","45.0","218.11","done","PandaNow (Sathorn)","f3mt","ABB-0000004038"
"f3mt-6vw9","2020-07-10 11:06:38.423000","85.0","61.76","done","PandaNow (Sathorn)","f3mt","ABB-0000004039"
"f6cs-jfqd","2020-07-10 11:15:27.934000","54.0","41.29","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004040"
"f3mt-ysav","2020-07-10 09:53:03.523000","50.0","84.38","done","PandaNow (Sathorn)","f3mt","ABB-0000004042"
"f3mt-ad2r","2020-07-10 09:54:03.407000","59.74","90.11","done","PandaNow (Sathorn)","f3mt","ABB-0000004041"
"f3mt-6vda","2020-07-10 10:10:03.541000","88.0","125.79","done","PandaNow (Sathorn)","f3mt","ABB-0000004043"
"f4gt-pp8g","2020-07-10 11:31:50.836000","76.62","137.60","done","PandaNow (Wattana)","f4gt","ABB-0000004045"
"f0yg-4i8b","2020-07-10 11:32:57.640000","56.0","40.02","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004044"
"f3mt-sgpv","2020-07-10 10:17:03.634000","50.0","73.55","done","PandaNow (Sathorn)","f3mt","ABB-0000004049"
"f0yg-p2h7","2020-07-10 11:38:20.110000","117.0","93.10","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004046"
"f4gt-g1rz","2020-07-10 10:17:03.610000","69.0","77.57","done","PandaNow (Wattana)","f4gt","ABB-0000004047"
"f3mt-udpe","2020-07-10 10:17:03.671000","58.0","96.28","done","PandaNow (Sathorn)","f3mt","ABB-0000004048"
"f0yg-8spp","2020-07-10 10:19:03.420000","131.06","170.40","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004051"
"f0yg-zqxx","2020-07-10 10:18:03.454000","175.0","145.33","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004050"
"f6cs-wbri","2020-07-10 11:45:19.659000","151.0","118.38","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004055"
"f4gt-9xga","2020-07-10 11:46:58.428000","103.0","90.84","done","PandaNow (Wattana)","f4gt","ABB-0000004052"
"f3mt-hjdx","2020-07-10 10:29:03.619000","61.69","128.70","done","PandaNow (Sathorn)","f3mt","ABB-0000004053"
"f6cs-r6v5","2020-07-10 11:49:31.819000","52.5","58.88","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004054"
"f4gt-lf9i","2020-07-10 11:50:19.912000","73.0","55.69","done","PandaNow (Wattana)","f4gt","ABB-0000004056"
"f4gt-kmlz","2020-07-10 11:52:47.162000","483.11","384.23","done","PandaNow (Wattana)","f4gt","ABB-0000004058"
"f3mt-9qhr","2020-07-10 11:55:13.939000","58.75","93.89","done","PandaNow (Sathorn)","f3mt","ABB-0000004057"
"f0yg-xqnr","2020-07-10 10:33:03.700000","52.0","74.81","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004062"
"f0yg-l5sg","2020-07-10 10:36:03.550000","50.0","79.63","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004065"
"f0yg-t3tr","2020-07-10 10:38:03.727000","50.61","91.40","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004061"
"f0yg-y2ho","2020-07-10 10:37:03.598000","50.0","71.54","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004066"
"f0yg-badw","2020-07-10 11:59:24.336000","70.0","57.85","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004059"
"f3mt-uut7","2020-07-10 12:00:01.684000","55.11","49.20","done","PandaNow (Sathorn)","f3mt","ABB-0000004060"
"f3mt-j416","2020-07-10 12:02:08.880000","186.0","141.00","done","PandaNow (Sathorn)","f3mt","ABB-0000004063"
"f3mt-57fo","2020-07-10 10:41:03.755000","57.26","92.59","done","PandaNow (Sathorn)","f3mt","ABB-0000004064"
"f4gt-205l","2020-07-10 10:43:03.810000","284.0","271.56","done","PandaNow (Wattana)","f4gt","ABB-0000004067"
"f6cs-z4q7","2020-07-10 12:06:24.010000","58.0","96.28","done","PandaNow (Ngamwongwan)","f6cs","20204886"
"f0yg-qyhb","2020-07-10 10:42:03.724000","51.0","85.64","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004068"
"f3mt-f14y","2020-07-10 08:18:21.645000","60.0","81.66","done","PandaNow (Sathorn)","f3mt","ABB-0000004069"
"f0yg-k3gk","2020-07-10 12:16:49.783000","52.0","39.75","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004070"
"f3mt-scvc","2020-07-10 12:18:37.984000","109.02","88.33","done","PandaNow (Sathorn)","f3mt","ABB-0000004071"
"f3mt-mtz3","2020-07-10 12:29:58.352000","55.0","46.74","done","PandaNow (Sathorn)","f3mt","ABB-0000004072"
"f0yg-vjld","2020-07-10 11:06:03.916000","75.0","78.82","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004073"
"f6cs-0q1v","2020-07-10 12:37:25.732000","67.5","61.68","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004074"
"f4gt-zkj6","2020-07-10 12:46:02.043000","121.72","115.70","done","PandaNow (Wattana)","f4gt","ABB-0000004075"
"f3mt-0air","2020-07-10 12:52:25.390000","119.0","99.41","done","PandaNow (Sathorn)","f3mt","ABB-0000004076"
"f0yg-yk1v","2020-07-10 12:56:31.418000","56.0","39.12","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004077"
"f6cs-hcg2","2020-07-10 12:56:40.254000","55.0","75.32","done","PandaNow (Ngamwongwan)","f6cs","20204897"
"f6cs-yfgf","2020-07-10 11:38:04.185000","50.0","66.36","done","PandaNow (Ngamwongwan)","f6cs","20204898"
"f6cs-zzf7","2020-07-10 13:16:19.082000","81.22","114.92","done","PandaNow (Ngamwongwan)","f6cs","20204899"
"f0yg-qm21","2020-07-10 13:23:20.079000","130.99","99.19","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004078"
"f0yg-04z7","2020-07-10 12:05:03.125000","51.0","81.23","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004079"
"f6cs-9tt5","2020-07-10 13:47:34.043000","115.03","105.44","cancel","PandaNow (Ngamwongwan)","f6cs","20204902"
"f6cs-z279","2020-07-10 13:51:47.489000","66.0","51.57","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004084"
"f3mt-5c56","2020-07-10 13:54:54.034000","119.32","103.45","done","PandaNow (Sathorn)","f3mt","ABB-0000004080"
"f6cs-qe0c","2020-07-10 14:02:42.090000","65.03","105.44","done","PandaNow (Ngamwongwan)","f6cs","20204905"
"f6cs-722b","2020-07-10 14:06:08.990000","79.0","59.38","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004081"
"f6cs-0oxt","2020-07-10 14:11:41.235000","58.02","44.87","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004083"
"f3mt-9aif","2020-07-10 14:13:57.775000","130.0","91.12","done","PandaNow (Sathorn)","f3mt","ABB-0000004082"
"f3mt-ilkc","2020-07-10 14:20:23.506000","104.0","81.96","done","PandaNow (Sathorn)","f3mt","ABB-0000004085"
"f6cs-m6ty","2020-07-10 14:31:21.818000","70.0","48.29","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004086"
"f4gt-3dtn","2020-07-10 14:52:05.808000","153.86","129.18","done","PandaNow (Wattana)","f4gt","ABB-0000004087"
"f4gt-ptr7","2020-07-10 15:00:29.965000","99.11","84.82","done","PandaNow (Wattana)","f4gt","ABB-0000004088"
"f4gt-9lja","2020-07-10 15:06:25.347000","557.2","379.26","done","PandaNow (Wattana)","f4gt","ABB-0000004089"
"f3mt-5dax","2020-07-10 15:21:43.944000","103.23","90.75","done","PandaNow (Sathorn)","f3mt","ABB-0000004091"
"f4gt-ca33","2020-07-10 15:21:58.641000","125.0","78.09","done","PandaNow (Wattana)","f4gt","ABB-0000004090"
"f3mt-w1j4","2020-07-10 15:27:44.769000","50.0","15.57","done","PandaNow (Sathorn)","f3mt","ABB-0000004092"
"f4gt-69mn","2020-07-10 15:35:39.380000","55.0","46.74","done","PandaNow (Wattana)","f4gt","ABB-0000004093"
"f3mt-kn55","2020-07-10 15:43:41.005000","71.74","64.13","done","PandaNow (Sathorn)","f3mt","ABB-0000004094"
"f6cs-8k9i","2020-07-10 15:59:46.637000","209.0","172.93","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004095"
"f4gt-4j4g","2020-07-10 16:16:58.214000","597.4","446.83","done","PandaNow (Wattana)","f4gt","ABB-0000004096"
"f0yg-04dm","2020-07-10 16:21:20.538000","65.0","39.49","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004097"
"f4gt-561i","2020-07-10 16:27:50.187000","50.0","38.26","done","PandaNow (Wattana)","f4gt","ABB-0000004098"
"f0yg-0z0t","2020-07-10 16:36:36.767000","60.0","45.01","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004099"
"f3mt-5om9","2020-07-10 16:44:02.926000","55.0","46.74","done","PandaNow (Sathorn)","f3mt","ABB-0000004100"
"f4gt-9vqj","2020-07-10 15:16:03.913000","52.0","85.28","done","PandaNow (Wattana)","f4gt","ABB-0000004102"
"f4gt-cxm9","2020-07-10 15:07:03.741000","56.0","89.46","done","PandaNow (Wattana)","f4gt","ABB-0000004103"
"f0yg-bzrq","2020-07-10 15:22:03.922000","55.0","80.84","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004101"
"f4gt-zmlv","2020-07-10 16:52:14.424000","651.17","537.09","done","PandaNow (Wattana)","f4gt","ABB-0000004104"
"f3mt-n165","2020-07-10 16:57:27.826000","119.0","91.69","done","PandaNow (Sathorn)","f3mt","ABB-0000004106"
"f6cs-gnke","2020-07-10 16:57:40.114000","514.9","435.28","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004105"
"f0yg-shrt","2020-07-10 17:10:58.278000","310.0","246.82","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004107"
"f3mt-vzxn","2020-07-10 17:11:11.355000","110.22","94.59","done","PandaNow (Sathorn)","f3mt","ABB-0000004108"
"f3mt-kq5h","2020-07-10 17:26:30.222000","220.0","186.96","done","PandaNow (Sathorn)","f3mt","ABB-0000004109"
"f4gt-2tuv","2020-07-10 17:33:24.303000","764.08","915.91","done","PandaNow (Wattana)","f4gt","ABB-0000004111"
"f0yg-f7vg","2020-07-10 17:34:24.785000","118.0","88.32","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004110"
"f3mt-j27f","2020-07-10 17:43:42.476000","65.0","45.56","done","PandaNow (Sathorn)","f3mt","ABB-0000004112"
"f4gt-sjjw","2020-07-10 17:48:52.655000","215.88","139.23","done","PandaNow (Wattana)","f4gt","ABB-0000004113"
"f0yg-sqzu","2020-07-10 17:55:13.921000","672.0","540.07","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004114"
"f6cs-ghjr","2020-07-10 17:56:00.736000","108.0","264.73","done","PandaNow (Ngamwongwan)","f6cs","20204939"
"f4gt-kf0o","2020-07-10 17:59:40.625000","144.0","108.90","done","PandaNow (Wattana)","f4gt","ABB-0000004115"
"f3mt-70tz","2020-07-10 18:01:46.276000","383.08","279.49","done","PandaNow (Sathorn)","f3mt","ABB-0000004116"
"f4gt-r5uy","2020-07-10 18:17:57.883000","189.0","132.48","done","PandaNow (Wattana)","f4gt","ABB-0000004117"
"f4gt-1x95","2020-07-10 18:24:12.159000","110.0","93.48","done","PandaNow (Wattana)","f4gt","ABB-0000004118"
"f0yg-xzyg","2020-07-10 17:03:03.465000","53.88","90.96","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004119"
"f3mt-up98","2020-07-10 18:34:03.883000","50.0","31.40","done","PandaNow (Sathorn)","f3mt","ABB-0000004120"
"f3mt-zo29","2020-07-10 18:35:57.540000","80.0","80.00","done","PandaNow (Sathorn)","f3mt","ABB-0000004121"
"f3mt-eh49","2020-07-10 18:37:18.719000","61.0","99.24","done","PandaNow (Sathorn)","f3mt","ABB-0000004122"
"f3mt-no6z","2020-07-10 18:39:08.639000","188.12","153.23","done","PandaNow (Sathorn)","f3mt","ABB-0000004123"
"f3mt-47wc","2020-07-10 18:42:43.282000","483.0","371.00","done","PandaNow (Sathorn)","f3mt","ABB-0000004124"
"f6cs-80vb","2020-07-10 18:43:35.120000","75.88","94.80","done","PandaNow (Ngamwongwan)","f6cs","20204950"
"f0yg-eqma","2020-07-10 18:45:26.040000","55.0","46.74","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004125"
"f3mt-6fzx","2020-07-10 18:50:27.483000","175.0","178.74","done","PandaNow (Sathorn)","f3mt","ABB-0000004126"
"f6cs-yy66","2020-07-10 18:51:44.659000","50.5","87.38","done","PandaNow (Ngamwongwan)","f6cs","20204953"
"f4gt-kpgy","2020-07-10 18:55:36.794000","253.5","172.25","done","PandaNow (Wattana)","f4gt","ABB-0000004128"
"f0yg-qaix","2020-07-10 18:56:49.061000","79.0","78.97","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004127"
"f6cs-32kt","2020-07-10 18:59:05.901000","88.33","118.58","done","PandaNow (Ngamwongwan)","f6cs","20204956"
"f3mt-lslh","2020-07-10 18:59:10.923000","90.11","76.32","done","PandaNow (Sathorn)","f3mt","ABB-0000004129"
"f3mt-i1r8","2020-07-10 19:01:05.347000","300.0","400.68","done","PandaNow (Sathorn)","f3mt","ABB-0000004130"
"f4gt-0qj4","2020-07-10 19:16:21.494000","194.0","138.62","done","PandaNow (Wattana)","f4gt","ABB-0000004131"
"f4gt-nyoh","2020-07-10 19:32:33.865000","121.0","83.73","done","PandaNow (Wattana)","f4gt","ABB-0000004132"
"f3mt-2ngu","2020-07-10 19:37:37.504000","168.85","128.13","done","PandaNow (Sathorn)","f3mt","ABB-0000004133"
"f0yg-ipqp","2020-07-10 19:39:55.495000","50.05","82.94","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004134"
"f3mt-4z7p","2020-07-10 19:46:38.702000","99.5","129.92","done","PandaNow (Sathorn)","f3mt","ABB-0000004135"
"f4gt-b2x5","2020-07-10 19:51:06.212000","305.0","247.20","done","PandaNow (Wattana)","f4gt","ABB-0000004136"
"f0yg-6fgc","2020-07-10 19:56:37.430000","130.0","104.67","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004137"
"f4gt-jgv4","2020-07-10 19:57:51.495000","105.0","144.16","done","PandaNow (Wattana)","f4gt","ABB-0000004139"
"f3mt-tpi9","2020-07-10 19:58:46.709000","55.0","33.41","done","PandaNow (Sathorn)","f3mt","ABB-0000004138"
"f3mt-b8h6","2020-07-10 20:04:23.810000","55.0","43.25","done","PandaNow (Sathorn)","f3mt","ABB-0000004140"
"f0yg-if14","2020-07-10 20:06:35.451000","52.0","46.73","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004141"
"f4gt-7a96","2020-07-10 20:08:03.105000","80.0","48.60","done","PandaNow (Wattana)","f4gt","ABB-0000004142"
"f3mt-co8h","2020-07-10 18:42:03.494000","104.11","117.33","done","PandaNow (Sathorn)","f3mt","ABB-0000004144"
"f3mt-yi24","2020-07-10 20:11:25.423000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004143"
"f3mt-7fd9","2020-07-10 20:25:15.656000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004145"
"f3mt-aj02","2020-07-10 20:29:12.430000","149.83","137.40","done","PandaNow (Sathorn)","f3mt","ABB-0000004147"
"f3mt-n2y1","2020-07-10 20:29:36.557000","52.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004146"
"f3mt-ay3k","2020-07-10 20:33:35.243000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004148"
"f0yg-4r5n","2020-07-10 20:36:26.704000","259.4","216.92","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004151"
"f0yg-qlc2","2020-07-10 20:36:44.514000","62.0","48.70","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004149"
"f3mt-ty7i","2020-07-10 20:36:52.460000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004150"
"f0yg-vyek","2020-07-10 20:40:42.875000","162.0","150.84","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004152"
"f3mt-iuq4","2020-07-10 20:44:32.721000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004153"
"f4gt-veui","2020-07-10 20:45:47.075000","148.11","119.60","done","PandaNow (Wattana)","f4gt","ABB-0000004154"
"f3mt-xoth","2020-07-10 20:48:00.801000","259.0","229.92","done","PandaNow (Sathorn)","f3mt","ABB-0000004155"
"f3mt-f786","2020-07-10 20:49:11.516000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004156"
"f3mt-9nvw","2020-07-10 20:51:43.869000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004157"
"f4gt-azya","2020-07-10 20:51:55.388000","124.0","90.88","done","PandaNow (Wattana)","f4gt","ABB-0000004158"
"f3mt-7q4o","2020-07-10 20:53:47.204000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004159"
"f3mt-ouuf","2020-07-10 20:55:33.863000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004160"
"f3mt-u9y6","2020-07-10 20:57:26.802000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004161"
"f4gt-oyn1","2020-07-10 20:58:44.182000","156.36","128.70","done","PandaNow (Wattana)","f4gt","ABB-0000004163"
"f3mt-6gm7","2020-07-10 20:59:08.390000","62.0","88.98","done","PandaNow (Sathorn)","f3mt","ABB-0000004162"
"f6cs-mzmf","2020-07-10 21:02:21.734000","69.0","54.36","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004164"
"f3mt-stfc","2020-07-10 21:05:19.879000","220.0","222.45","done","PandaNow (Sathorn)","f3mt","ABB-0000004165"
"f3mt-9gdo","2020-07-10 21:07:47.693000","56.0","44.49","done","PandaNow (Sathorn)","f3mt","ABB-0000004166"
"f0yg-luml","2020-07-10 21:07:56.227000","320.9","226.97","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004168"
"f0yg-nowy","2020-07-10 21:10:33.291000","114.0","76.58","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004167"
"f4gt-16rh","2020-07-10 21:13:08.784000","125.0","93.46","done","PandaNow (Wattana)","f4gt","ABB-0000004169"
"f4gt-prqu","2020-07-10 21:20:00.903000","50.0","35.77","done","PandaNow (Wattana)","f4gt","ABB-0000004170"
"f0yg-9jvv","2020-07-10 21:24:06.199000","60.5","54.90","done","PandaNow (Lat Phrao)","f0yg","ABB-0000004171"
"f3mt-qte3","2020-07-10 21:39:32.231000","52.4","130.18","done","PandaNow (Sathorn)","f3mt","ABB-0000004172"
"f3mt-hcvu","2020-07-10 21:47:24.016000","55.0","46.74","done","PandaNow (Sathorn)","f3mt","ABB-0000004173"
"f4gt-v5hn","2020-07-10 21:50:24.517000","273.32","216.99","done","PandaNow (Wattana)","f4gt","ABB-0000004174"
"f3mt-1bq2","2020-07-10 21:53:22.575000","107.11","102.84","done","PandaNow (Sathorn)","f3mt","ABB-0000004175"
"f4gt-x7lh","2020-07-10 21:53:35.472000","205.0","133.17","done","PandaNow (Wattana)","f4gt","ABB-0000004176"
"f6cs-jf4g","2020-07-10 21:54:43.345000","55.0","46.74","done","PandaNow (Ngamwongwan)","f6cs","ABB-0000004177"
"f4gt-k0rk","2020-07-10 21:55:49.136000","162.0","130.55","done","PandaNow (Wattana)","f4gt","ABB-0000004178"
"f3mt-vnwx","2020-07-10 22:09:03.355000","92.04","79.20","done","PandaNow (Sathorn)","f3mt","ABB-0000004179"
